"cohort","age","period","window_end_period","loans_at_risk","defaults_3m","rd3m","q","y_logit","mu","residual_after_mean","age_effect","residual_after_age","cohort_effect","residual_after_cohort","period_effect","residual_after_period","fitted_logit","fitted_rd3m","reconstructed_q","risk_base","risk_after_age","risk_after_cohort","risk_after_period","contribution_age","contribution_cohort","contribution_period","contribution_residual","reconstructed_rd3m"
"2018-10-01",33,"2021-07-01","2021-09-01",685,5,0.0072992700729927,0.00801749271137026,-4.8180797298531,-3.80673473380674,-1.01134499604635,0.139526428591446,-1.1508714246378,-0.20999797835227,-0.940873446285529,-0.598645632595379,-0.342227813690151,-4.47585191616295,0.0112524638218711,0.00801749271137026,0.0217375941071289,0.0249112664840387,0.0202884529701669,0.0112524638218711,0.0031736723769098,-0.00462281351387182,-0.00903598914829584,-0.00395319374887838,0.0072992700729927
"2018-10-01",34,"2021-08-01","2021-10-01",655,7,0.0106870229007634,0.0114329268292683,-4.45975898321423,-3.80673473380674,-0.653024249407492,0.131428628410337,-0.784452877817829,-0.20999797835227,-0.574454899465559,-0.603066826573219,0.0286119271076603,-4.48837091032189,0.0111140282659188,0.0114329268292683,0.0217375941071289,0.0247153201974912,0.0201281180736782,0.0111140282659188,0.00297772609036222,-0.00458720212381302,-0.00901408980775933,-0.000427005365155461,0.0106870229007634
"2018-11-01",1,"2018-12-01","2019-02-01",1556,2,0.0012853470437018,0.00160565189466924,-6.43261849762465,-3.80673473380674,-2.62588376381791,-1.7073653881347,-0.918518375683213,-0.383668128956006,-0.534850246727207,0.112416524094737,-0.647266770821945,-5.78535172680271,0.00306281991431687,0.00160565189466923,0.0217375941071289,0.00401337969127483,0.00273804790994025,0.00306281991431687,-0.0177242144158541,-0.00127533178133458,0.000324772004376615,-0.00177747287061507,0.0012853470437018
"2018-11-01",2,"2019-01-01","2019-03-01",1520,9,0.00592105263157895,0.00624589086127548,-5.06956601561302,-3.80673473380674,-1.26283128180628,-0.802500335743768,-0.460330946062509,-0.383668128956006,-0.0766628171065027,0.225471639234264,-0.302134456340767,-4.76743155927225,0.00843051170161315,0.00624589086127547,0.0217375941071289,0.00986122148763851,0.00674019641605371,0.00843051170161315,-0.0118763726194904,-0.00312102507158479,0.00169031528555943,-0.0025094590700342,0.00592105263157895
"2018-11-01",3,"2019-02-01","2019-04-01",1457,17,0.0116678105696637,0.012002743484225,-4.41054467359511,-3.80673473380674,-0.603809939788373,-0.337459829206784,-0.26635011058159,-0.383668128956006,0.117318018374416,0.0940197986978563,0.0232982196765601,-4.43384289327167,0.0117295755380286,0.012002743484225,0.0217375941071289,0.0156087071675435,0.0106882690346607,0.0117295755380286,-0.00612888693958539,-0.00492043813288288,0.00104130650336788,-6.17649683648646e-05,0.0116678105696637
"2018-11-01",4,"2019-03-01","2019-05-01",1419,19,0.0133897110641297,0.0137323943661972,-4.27417012913046,-3.80673473380674,-0.46743539532372,-0.182480278425218,-0.284955116898502,-0.383668128956006,0.0987130120575036,0.099039815618788,-0.000326803561284394,-4.27384332556918,0.0137368212368572,0.0137323943661972,0.0217375941071289,0.0181776956171205,0.0124576665923783,0.0137368212368572,-0.00355989849000843,-0.00572002902474217,0.00127915464447889,-0.000347110172727568,0.0133897110641297
"2018-11-01",5,"2019-04-01","2019-06-01",1372,18,0.0131195335276968,0.0134741442097597,-4.29341692944087,-3.80673473380674,-0.486682195634129,-0.110329660461367,-0.376352535172762,-0.383668128956006,0.00731559378324403,0.13539683365246,-0.128081239869216,-4.16533568957165,0.0152871767955792,0.0134741442097597,0.0217375941071289,0.019511164970081,0.0133772463225205,0.0152871767955792,-0.00222642913704798,-0.0061339186475605,0.0019099304730587,-0.00216764326788237,0.0131195335276968
"2018-11-01",6,"2019-05-01","2019-07-01",1318,21,0.0159332321699545,0.0163002274450341,-4.10014167990643,-3.80673473380674,-0.293406946099686,-0.00462210480800024,-0.288784841291686,-0.383668128956006,0.0948832876643204,0.125605706799516,-0.0307224191351959,-4.06941926077123,0.016800238040276,0.0163002274450341,0.0217375941071289,0.0216395216911312,0.0148466221544508,0.016800238040276,-9.8072415997727e-05,-0.00679289953668037,0.00195361588582513,-0.000867005870321506,0.0159332321699545
"2018-11-01",7,"2019-06-01","2019-08-01",1279,31,0.0242376856919468,0.024609375,-3.67971056388824,-3.80673473380674,0.127024169918501,0.0795860484344686,0.0474381214840321,-0.383668128956006,0.431106250440038,0.311937835130062,0.119168415309977,-3.79887897919822,0.0219052764264234,0.024609375,0.0217375941071289,0.0234959992497771,0.0161299376005761,0.0219052764264234,0.00175840514264819,-0.00736606164920106,0.00577533882584737,0.0023324092655234,0.0242376856919468
"2018-11-01",8,"2019-07-01","2019-09-01",1241,35,0.0282030620467365,0.0285829307568438,-3.52594618858372,-3.80673473380674,0.280788545223025,0.14017796756865,0.140610577654374,-0.383668128956006,0.52427870661038,0.379299877568343,0.144978829042037,-3.67092501762575,0.024821144194228,0.0285829307568438,0.0217375941071289,0.0249270977186229,0.0171202485605424,0.024821144194228,0.00318950361149392,-0.00780684915808051,0.00770089563368563,0.00338191785250852,0.0282030620467365
"2018-11-01",9,"2019-08-01","2019-10-01",1193,29,0.0243084660519698,0.0247068676716918,-3.67565682597862,-3.80673473380674,0.13107790782812,0.188722894148899,-0.0576449863207791,-0.383668128956006,0.326023142635227,0.331113081031449,-0.00508993839622218,-3.6705668875824,0.0248298142269601,0.0247068676716918,0.0217375941071289,0.026134629384257,0.0179565611856223,0.0248298142269601,0.00439703527712805,-0.00817806819863468,0.00687325304133778,-0.000521348174990267,0.0243084660519698
